CPU,1,0
CPU,3,0
CPU,5,0
CPU,7,0
CPU,9,0
CPU,11,0
CPU,13,0
CPU,15,0
CPU,17,0
CPU,19,0
CPU,21,0
CPU,23,0.016675
CPU,25,0.016675
CPU,27,0
CPU,29,0
CPU,31,0
CPU,33,0
CPU,35,0
CPU,37,0
CPU,39,0
CPU,41,0
CPU,43,0
CPU,45,0
CPU,47,0
CPU,49,0
CPU,51,0.016675
CPU,53,0
CPU,55,0
CPU,57,0
CPU,59,0
IO,0,8.95
IO,2,9
IO,4,9.03332
IO,6,9.06665
IO,8,9.1
IO,10,9.11668
IO,12,9.15
IO,14,9.18335
IO,16,9.2
IO,18,9.2
IO,20,9.23333
IO,22,9.25
IO,24,9.26667
IO,26,9.26665
IO,28,9.26667
IO,30,9.28335
IO,32,9.3
IO,34,9.3
IO,36,9.3
IO,38,9.3
IO,40,9.3
IO,42,9.28335
IO,44,9.3
IO,46,9.3
IO,48,9.28332
IO,50,9.3
IO,52,9.28332
IO,54,9.28332
IO,56,9.28332
IO,58,9.26667
