CPU,1,0
CPU,3,0
CPU,5,0
CPU,7,0
CPU,9,0
CPU,11,0
CPU,13,0
CPU,15,0
CPU,17,0
CPU,19,0
CPU,21,0
CPU,23,0
CPU,25,0
CPU,27,0.01665
CPU,29,0
CPU,31,0
CPU,33,0
CPU,35,0
CPU,37,0
CPU,39,0
CPU,41,0
CPU,43,0
CPU,45,0
CPU,47,0.016675
CPU,49,0
CPU,51,0
CPU,53,0
CPU,55,0
CPU,57,0
CPU,59,0
IO,0,9.33333
IO,2,9.38332
IO,4,9.41665
IO,6,9.45
IO,8,9.48335
IO,10,9.5
IO,12,9.55
IO,14,9.56668
IO,16,9.61668
IO,18,9.63332
IO,20,9.65
IO,22,9.66667
IO,24,9.68332
IO,26,9.7
IO,28,9.7
IO,30,9.71668
IO,32,9.71668
IO,34,9.71665
IO,36,9.73333
IO,38,9.71668
IO,40,9.71668
IO,42,9.71668
IO,44,9.71668
IO,46,9.73333
IO,48,9.71665
IO,50,9.71665
IO,52,9.7
IO,54,9.71668
IO,56,9.71668
IO,58,9.7
