CPU,1,0
CPU,3,0
CPU,5,0
CPU,7,0
CPU,9,0.016675
CPU,11,0
CPU,13,0
CPU,15,0
CPU,17,0
CPU,19,0
CPU,21,0.016675
CPU,23,0.016675
CPU,25,0
CPU,27,0
CPU,29,0
CPU,31,0
CPU,33,0
CPU,35,0
CPU,37,0
CPU,39,0
CPU,41,0
CPU,43,0.016675
CPU,45,0
CPU,47,0
CPU,49,0
CPU,51,0
CPU,53,0
CPU,55,0
CPU,57,0
CPU,59,0.016675
CPU,61,0
CPU,63,0
CPU,65,0
CPU,67,0
CPU,69,0.016675
CPU,71,0
CPU,73,0
CPU,75,0
CPU,77,0
CPU,79,0
CPU,81,0
CPU,83,0
CPU,85,0
CPU,87,0
CPU,89,0
CPU,91,0
CPU,93,0
CPU,95,0
CPU,97,0
CPU,99,0
IO,0,14.6334
IO,2,14.7
IO,4,14.7667
IO,6,14.8333
IO,8,14.8834
IO,10,14.9333
IO,12,14.9833
IO,14,15.0333
IO,16,15.0833
IO,18,15.1333
IO,20,15.1834
IO,22,15.2333
IO,24,15.2833
IO,26,15.3333
IO,28,15.3667
IO,30,15.3833
IO,32,15.4167
IO,34,15.45
IO,36,15.45
IO,38,15.45
IO,40,15.4667
IO,42,15.4833
IO,44,15.4833
IO,46,15.55
IO,48,15.5833
IO,50,15.5833
IO,52,15.6
IO,54,15.6
IO,56,15.6167
IO,58,15.6333
IO,60,15.6333
IO,62,15.6333
IO,64,15.65
IO,66,15.65
IO,68,15.65
IO,70,15.65
IO,72,15.65
IO,74,15.65
IO,76,15.65
IO,78,15.65
IO,80,15.65
IO,82,15.65
IO,84,15.65
IO,86,15.6334
IO,88,15.65
IO,90,15.65
IO,92,15.6333
IO,94,15.6166
IO,96,15.6
IO,98,15.5833
